ref|XM_009163130.1|:1-2582	HRR94_1	97.789	2578	56	1	4	2581	2004365	2001789	0.0	4444
ref|XM_009163130.1|:1-2582	HRR94_1	98.980	98	1	0	4	101	1351224	1351321	4.85e-43	176
ref|XM_009163130.1|:1-2582	HRR94_14	97.794	136	3	0	1	136	196005	196140	7.88e-61	235
ref|XM_009163130.1|:1-2582	HRR94_14	91.837	98	8	0	4	101	504497	504400	2.29e-31	137
ref|XM_009163130.1|:1-2582	HRR94_4	99.219	128	1	0	4	131	670299	670172	1.02e-59	231
ref|XM_009163130.1|:1-2582	HRR94_39	99.194	124	1	0	5	128	118831	118954	1.71e-57	224
ref|XM_009163130.1|:1-2582	HRR94_32	95.420	131	5	1	5	134	175492	175622	1.72e-52	207
ref|XM_009163130.1|:1-2582	HRR94_20	95.161	124	6	0	5	128	63474	63597	3.72e-49	196
ref|XM_009163130.1|:1-2582	HRR94_17	93.077	130	9	0	5	134	27435	27306	1.73e-47	191
ref|XM_009163130.1|:1-2582	HRR94_2	90.152	132	13	0	5	136	1224886	1225017	6.27e-42	172
